Row_ID,Year,Era,Scenario,Region,Demographic_Group,Education_Level,Profession,AI_Tool_Category,Weekly_AI_Usage_Hours,AI_Dependency_Score,Human_Creativity_Score,Critical_Thinking_Ability,Problem_Solving_Skills,Emotional_Intelligence,Innovation_Rate,Learning_Speed,Human_Decision_Making_Involvement,Social_Interaction_Quality,Cognitive_Load_Index,Mental_Wellbeing_Score,AI_Tool_Proficiency,Adaptability_Score,Attention_Span_Minutes,Positive_Effects_of_AI,Negative_Effects_of_AI,Outcome_Label
78,2036,Deep AI Dependency Era,Optimistic,Europe,Youth (18-25),Postgraduate,Engineering,Creative AI,15.6,27.2,65.21,69.49,62.57,66.39,61.61,70.3,85.32,72.47,60.54,60.05,26.51,64.6,54.91,Cross-domain creativity boosts; Enhanced research capabilities,Loss of deep reading habits,Positive Growth
79,2068,Symbiotic Intelligence Age,Pessimistic,Southeast Asia,Senior (51-65),PhD/Research,Healthcare,AGI-Adjacent Tools,45.0,76.35,56.14,38.53,63.23,50.7,45.79,52.79,44.17,30.55,81.47,40.55,58.35,53.99,13.67,,Polarization through AI echo chambers; Decreased social bonding; Emotional detachment from AI mediation; Memory atrophy from AI offloading,Cognitive Decline Risk
80,2070,Symbiotic Intelligence Age,Optimistic,North America,Senior (51-65),PhD/Research,Skilled Trades,Full AGI Integration,37.7,77.92,87.18,75.31,93.49,79.29,84.86,84.12,64.34,83.72,70.0,80.55,80.85,94.51,63.16,Personalized learning pathways; Accelerated innovation cycles; Broader knowledge access; Reduced cognitive load on repetitive tasks,,Positive Growth
81,2069,Symbiotic Intelligence Age,Mixed,Latin America,Adult (36-50),Primary,Business,Full AGI Integration,32.6,83.57,58.32,68.01,46.14,59.34,50.71,42.71,73.71,86.84,76.4,81.73,74.04,57.17,47.61,Improved creative brainstorming,Decreased self-confidence in decisions; Creativity homogenization,Stagnant / Moderate
82,2061,Symbiotic Intelligence Age,Neutral,Africa,Senior (51-65),PhD/Research,Business,Full AGI Integration,25.9,63.06,74.59,58.41,65.56,68.52,77.62,72.45,58.53,55.19,66.31,71.54,67.05,68.27,45.31,Improved creative brainstorming,Reduced tolerance for ambiguity; Over-reliance on AI outputs,Positive Growth
83,2032,AI-Augmented Society,Pessimistic,South Asia,Young Adult (26-35),Primary,Unemployed/Retired,None,9.6,31.81,64.31,73.2,72.81,67.25,45.03,64.71,82.62,62.98,53.68,70.9,39.3,61.75,48.43,,Loss of deep reading habits; Privacy erosion through behavioral data; Attention span deterioration,Cognitive Decline Risk
84,2072,Symbiotic Intelligence Age,Optimistic,South Asia,Young Adult (26-35),Primary,Finance,Full AGI Integration,46.0,75.67,83.62,90.33,91.87,91.48,77.83,87.99,61.66,86.15,69.74,83.72,67.31,85.76,75.31,Improved mental health support tools; Real-time language and cultural bridging,Over-reliance on AI outputs,Positive Growth
85,2059,Cognitive Co-Evolution,Pessimistic,Southeast Asia,Youth (18-25),PhD/Research,Creative Arts,Analytical AI,34.0,77.06,39.58,41.95,56.45,53.91,30.24,62.22,40.59,48.08,71.28,41.75,82.3,31.41,24.3,Improved creative brainstorming,Polarization through AI echo chambers; Skill atrophy in non-AI domains,Cognitive Decline Risk
86,2028,AI Mainstream Adoption,Pessimistic,North America,Elder (65+),Postgraduate,Entrepreneurship,None,17.9,34.67,61.4,57.17,56.57,72.84,54.89,70.11,95.17,67.97,54.58,73.58,35.32,54.64,39.59,Enhanced research capabilities; Enhanced emotional regulation through AI coaching,Decreased self-confidence in decisions; Reduced risk-taking in innovation; Polarization through AI echo chambers,Cognitive Decline Risk
87,2035,AI-Augmented Society,Neutral,North America,Youth (18-25),Secondary,Technology,Basic Assistants,2.5,22.74,68.41,65.21,68.91,70.0,59.81,60.7,71.53,66.25,50.39,69.75,33.61,61.65,37.19,Faster skill acquisition; Broader knowledge access; Augmented artistic expression,Job displacement anxiety; Existential anxiety from AI advancement; Polarization through AI echo chambers,Positive Growth
88,2055,Cognitive Co-Evolution,Neutral,Africa,Youth (18-25),Undergraduate,Healthcare,AGI-Adjacent Tools,23.6,54.62,65.29,59.13,83.22,64.68,72.97,65.27,65.9,70.5,63.63,54.33,54.63,80.01,41.75,Faster skill acquisition; Better data-driven decisions; Improved mental health support tools,Reduced independent thinking; Loss of deep reading habits; Decreased social bonding,Positive Growth
89,2060,Cognitive Co-Evolution,Mixed,Middle East,Elder (65+),Postgraduate,Social Sciences,Analytical AI,23.8,55.42,58.4,56.44,68.58,55.92,50.29,54.51,75.23,67.19,50.39,63.89,63.18,64.84,49.83,Augmented artistic expression; Improved mental health support tools; Enhanced research capabilities,Reduced risk-taking in innovation; Reduced tolerance for ambiguity; Skill atrophy in non-AI domains,Stagnant / Moderate
90,2035,AI-Augmented Society,Pessimistic,Oceania,Elder (65+),PhD/Research,Business,Basic Assistants,20.3,40.29,60.87,60.94,55.41,53.47,49.93,55.02,85.28,72.2,55.53,51.74,43.09,62.64,49.54,,Declining handwriting and manual skills; Algorithmic bias reinforcement,Cognitive Decline Risk
91,2050,Post-Singularity Transition,Optimistic,Africa,Adult (36-50),Postgraduate,Finance,Creative AI,19.9,41.72,76.74,76.14,65.69,67.19,71.01,73.78,67.36,78.66,61.31,64.89,49.93,73.12,47.66,Cross-domain creativity boosts; Greater scientific discovery rates; Improved creative brainstorming,Declining handwriting and manual skills,Positive Growth
92,2054,Cognitive Co-Evolution,Neutral,East Asia,Senior (51-65),Undergraduate,Finance,Multi-modal AI,28.4,52.87,60.22,69.42,68.64,61.57,59.71,68.06,65.6,62.41,56.73,73.36,46.24,72.91,35.13,Improved creative brainstorming; Democratized access to expertise; Improved mental health support tools,Existential anxiety from AI advancement; Loss of deep reading habits; Skill atrophy in non-AI domains,Stagnant / Moderate
93,2071,Symbiotic Intelligence Age,Neutral,Oceania,Young Adult (26-35),Undergraduate,Education,Full AGI Integration,36.2,75.68,63.07,60.69,72.6,70.72,70.85,73.87,60.85,63.77,66.4,58.5,71.17,52.81,55.65,Optimized problem-solving frameworks; Democratized access to expertise; Broader knowledge access,Digital addiction patterns,Positive Growth
94,2040,Deep AI Dependency Era,Neutral,North America,Elder (65+),Postgraduate,Entrepreneurship,Analytical AI,12.7,32.91,64.66,56.54,81.18,71.11,54.69,66.93,63.17,63.06,57.18,54.64,39.41,54.69,54.83,Reduced cognitive load on repetitive tasks; Personalized learning pathways; Enhanced collaborative intelligence,Algorithmic bias reinforcement,Positive Growth
95,2045,Post-Singularity Transition,Neutral,East Asia,Adult (36-50),Undergraduate,Engineering,Analytical AI,21.7,41.62,66.4,63.19,67.97,70.6,54.63,67.46,65.84,60.96,54.49,72.7,39.37,57.02,43.75,Real-time language and cultural bridging,Declining handwriting and manual skills; Memory atrophy from AI offloading,Positive Growth
96,2053,Cognitive Co-Evolution,Pessimistic,Africa,Young Adult (26-35),Secondary,Skilled Trades,Creative AI,29.8,66.57,43.68,49.41,64.94,58.53,40.78,55.08,70.83,54.86,75.42,51.98,74.91,58.75,43.34,Improved mental health support tools; Improved accessibility for disabled individuals,Digital addiction patterns; Reduced tolerance for ambiguity,Cognitive Decline Risk
97,2066,Symbiotic Intelligence Age,Pessimistic,Europe,Adult (36-50),Undergraduate,Law,Full AGI Integration,43.7,79.13,50.67,42.72,52.46,53.81,28.96,58.8,48.37,54.89,74.52,40.61,87.02,52.88,27.69,Greater scientific discovery rates,Decreased self-confidence in decisions; Privacy erosion through behavioral data; Job displacement anxiety; Polarization through AI echo chambers,Cognitive Decline Risk
98,2063,Symbiotic Intelligence Age,Pessimistic,Middle East,Senior (51-65),PhD/Research,Creative Arts,Multi-modal AI,33.2,71.12,37.43,30.2,59.04,42.02,36.45,47.0,48.23,49.01,69.02,48.22,64.27,51.96,20.51,Better data-driven decisions; Improved accessibility for disabled individuals,Algorithmic bias reinforcement; Skill atrophy in non-AI domains; Attention span deterioration; Decreased social bonding,Cognitive Decline Risk
99,2046,Post-Singularity Transition,Optimistic,Southeast Asia,Youth (18-25),PhD/Research,Technology,Multi-modal AI,23.6,44.71,64.01,71.1,66.06,74.91,63.73,67.19,68.51,73.17,60.01,70.54,38.2,67.38,53.86,Optimized problem-solving frameworks; Faster medical diagnostics; Greater scientific discovery rates,,Positive Growth
100,2041,Post-Singularity Transition,Optimistic,Middle East,Elder (65+),Postgraduate,Healthcare,Analytical AI,19.5,36.08,67.55,64.05,69.44,67.36,61.87,61.5,80.65,70.85,65.65,60.03,33.91,86.23,47.27,Accelerated innovation cycles; Faster medical diagnostics,,Positive Growth
101,2063,Symbiotic Intelligence Age,Optimistic,Africa,Senior (51-65),Secondary,Science & Research,Multi-modal AI,27.9,59.92,79.04,82.4,87.66,78.99,79.14,90.16,66.22,85.75,66.82,80.65,71.89,69.62,59.33,Improved creative brainstorming; Enhanced emotional regulation through AI coaching; Personalized learning pathways,Decreased social bonding; Privacy erosion through behavioral data,Positive Growth
102,2064,Symbiotic Intelligence Age,Neutral,South Asia,Senior (51-65),Undergraduate,Engineering,AGI-Adjacent Tools,23.7,63.51,64.21,63.33,64.4,60.44,71.78,79.01,58.74,70.32,59.05,78.36,63.79,62.5,47.45,Enhanced collaborative intelligence; Broader knowledge access; Improved accessibility for disabled individuals,Job displacement anxiety; Loss of deep reading habits,Stagnant / Moderate
103,2042,Post-Singularity Transition,Pessimistic,Middle East,Adult (36-50),Primary,Engineering,Analytical AI,22.4,44.77,49.66,53.73,54.78,58.71,46.9,54.46,81.94,65.88,60.44,58.45,52.11,50.29,57.04,,Attention span deterioration; Algorithmic bias reinforcement; Reduced risk-taking in innovation; Declining handwriting and manual skills,Cognitive Decline Risk
104,2066,Symbiotic Intelligence Age,Pessimistic,Europe,Youth (18-25),Undergraduate,Engineering,Multi-modal AI,43.5,86.2,44.74,47.64,45.7,55.14,39.69,61.93,44.6,43.33,72.69,43.91,84.62,54.86,36.07,Greater scientific discovery rates; Broader knowledge access,Creativity homogenization; Job displacement anxiety,Cognitive Decline Risk
105,2043,Post-Singularity Transition,Mixed,Africa,Adult (36-50),Postgraduate,Engineering,Basic Assistants,18.8,29.51,73.65,48.45,85.31,81.14,61.5,69.61,83.85,62.57,49.92,68.71,32.7,58.7,32.05,Reduced cognitive load on repetitive tasks,Decreased social bonding,Stagnant / Moderate
106,2074,Symbiotic Intelligence Age,Optimistic,Southeast Asia,Youth (18-25),Undergraduate,Engineering,AGI-Adjacent Tools,33.3,75.03,83.99,86.58,81.7,79.38,81.08,86.82,61.85,73.61,69.74,78.01,66.66,86.75,64.55,Reduced cognitive load on repetitive tasks; Personalized learning pathways; Greater scientific discovery rates,Existential anxiety from AI advancement,Positive Growth
107,2032,AI-Augmented Society,Pessimistic,East Asia,Adult (36-50),Primary,Finance,Creative AI,18.3,31.78,68.39,58.95,61.95,62.37,28.6,62.18,90.92,69.1,63.7,63.78,49.94,53.1,40.68,Augmented artistic expression,Declining handwriting and manual skills; Polarization through AI echo chambers; Reduced physical-world problem solving,Cognitive Decline Risk
108,2029,AI Mainstream Adoption,Neutral,East Asia,Youth (18-25),Secondary,Law,None,11.2,16.93,68.12,71.47,60.94,64.29,50.17,54.87,76.93,63.17,52.0,51.72,25.57,59.73,54.15,Enhanced emotional regulation through AI coaching; Faster skill acquisition,Attention span deterioration; Algorithmic bias reinforcement; Memory atrophy from AI offloading,Positive Growth
109,2046,Post-Singularity Transition,Optimistic,East Asia,Adult (36-50),Primary,Science & Research,Analytical AI,13.8,40.43,69.91,62.97,73.36,72.89,68.18,67.51,82.87,67.14,72.83,71.15,44.07,72.74,52.09,Enhanced collaborative intelligence; Faster skill acquisition; Greater scientific discovery rates,Reduced physical-world problem solving; Algorithmic bias reinforcement,Positive Growth
110,2067,Symbiotic Intelligence Age,Optimistic,Southeast Asia,Youth (18-25),Secondary,Education,Multi-modal AI,30.4,71.25,81.26,86.99,96.49,81.59,83.96,92.68,66.02,82.09,82.13,74.41,58.0,79.68,61.56,Improved mental health support tools; Cross-domain creativity boosts; Broader knowledge access,Reduced physical-world problem solving; Emotional detachment from AI mediation,Positive Growth
111,2075,Symbiotic Intelligence Age,Pessimistic,Middle East,Youth (18-25),Undergraduate,Creative Arts,Full AGI Integration,51.2,92.74,41.79,36.3,55.05,30.2,36.02,44.03,42.57,41.99,74.44,42.87,90.95,28.79,20.31,Personalized learning pathways; Improved creative brainstorming,Reduced independent thinking; Digital addiction patterns; Existential anxiety from AI advancement; Creativity homogenization,Cognitive Decline Risk
112,2072,Symbiotic Intelligence Age,Optimistic,Africa,Youth (18-25),PhD/Research,Science & Research,Full AGI Integration,37.8,77.46,88.87,76.98,93.97,84.56,88.17,96.57,82.01,88.2,72.61,78.56,87.11,81.17,56.12,Faster medical diagnostics; Reduced cognitive load on repetitive tasks; Increased productivity for deep work; Improved creative brainstorming,,Positive Growth
113,2027,AI Mainstream Adoption,Mixed,Southeast Asia,Adult (36-50),Secondary,Law,None,6.0,14.99,72.91,63.36,59.28,77.07,57.31,45.25,79.51,63.98,54.17,67.12,25.8,75.31,39.99,Optimized problem-solving frameworks,Privacy erosion through behavioral data; Digital addiction patterns,Stagnant / Moderate
114,2043,Post-Singularity Transition,Mixed,Southeast Asia,Young Adult (26-35),Primary,Law,Analytical AI,20.1,37.66,73.75,61.52,63.62,62.34,44.27,46.95,74.69,73.65,66.94,74.12,47.92,60.41,53.03,Augmented artistic expression,Reduced tolerance for ambiguity,Stagnant / Moderate
115,2030,AI Mainstream Adoption,Neutral,North America,Young Adult (26-35),PhD/Research,Social Sciences,None,10.3,20.06,66.08,64.89,72.83,55.27,63.11,69.17,73.14,68.47,51.15,55.66,26.44,76.62,48.62,Improved creative brainstorming; Broader knowledge access; Improved mental health support tools,Memory atrophy from AI offloading; Over-reliance on AI outputs,Stagnant / Moderate
116,2070,Symbiotic Intelligence Age,Mixed,Southeast Asia,Youth (18-25),Postgraduate,Entrepreneurship,AGI-Adjacent Tools,35.9,73.01,68.16,67.79,63.89,60.07,54.68,67.48,56.72,70.32,68.6,59.91,70.33,69.92,41.63,Improved creative brainstorming; Real-time language and cultural bridging,Loss of deep reading habits; Decreased self-confidence in decisions,Stagnant / Moderate
117,2069,Symbiotic Intelligence Age,Mixed,South Asia,Adult (36-50),PhD/Research,Entrepreneurship,Full AGI Integration,33.8,70.74,51.62,61.82,72.1,52.84,42.78,64.06,52.88,75.99,79.48,55.54,87.42,70.89,28.23,Reduced cognitive load on repetitive tasks,Creativity homogenization,Stagnant / Moderate
118,2071,Symbiotic Intelligence Age,Optimistic,Oceania,Youth (18-25),Primary,Creative Arts,AGI-Adjacent Tools,36.4,70.07,86.87,82.96,93.6,73.09,79.84,97.58,68.32,79.02,61.94,75.3,65.26,75.17,71.07,Accelerated innovation cycles; Greater scientific discovery rates,Polarization through AI echo chambers; Attention span deterioration,Positive Growth
119,2038,Deep AI Dependency Era,Mixed,Latin America,Adult (36-50),Secondary,Healthcare,Basic Assistants,19.0,34.26,81.67,66.42,51.86,76.42,54.76,51.44,80.9,78.91,61.7,61.93,44.74,72.0,48.05,Broader knowledge access; Enhanced collaborative intelligence; Augmented artistic expression,Reduced physical-world problem solving; Memory atrophy from AI offloading,Stagnant / Moderate
120,2070,Symbiotic Intelligence Age,Pessimistic,Europe,Senior (51-65),Secondary,Engineering,Full AGI Integration,43.8,92.37,43.06,18.07,44.89,39.25,49.03,48.88,53.08,35.81,79.05,51.46,90.84,47.8,21.56,Augmented artistic expression; Faster medical diagnostics,Over-reliance on AI outputs; Algorithmic bias reinforcement; Privacy erosion through behavioral data; Creativity homogenization,Cognitive Decline Risk
121,2071,Symbiotic Intelligence Age,Mixed,Oceania,Senior (51-65),Undergraduate,Business,Full AGI Integration,25.5,66.45,57.26,72.2,39.79,44.61,59.72,46.59,53.3,65.01,74.04,64.39,64.53,55.04,48.68,Optimized problem-solving frameworks,Digital addiction patterns; Algorithmic bias reinforcement,Stagnant / Moderate
122,2048,Post-Singularity Transition,Mixed,East Asia,Elder (65+),Postgraduate,Healthcare,Multi-modal AI,23.5,35.48,54.95,67.57,49.34,57.31,53.06,63.34,72.14,53.17,54.46,81.89,43.43,64.2,33.49,Improved mental health support tools; Greater scientific discovery rates; Enhanced research capabilities,Digital addiction patterns,Stagnant / Moderate
123,2027,AI Mainstream Adoption,Pessimistic,Latin America,Youth (18-25),Postgraduate,Technology,Basic Assistants,14.4,20.64,69.19,74.76,64.88,55.76,53.04,53.96,85.61,73.17,63.63,69.43,29.4,60.11,43.49,Greater scientific discovery rates; Accelerated innovation cycles,Memory atrophy from AI offloading; Reduced independent thinking; Loss of deep reading habits; Algorithmic bias reinforcement,Cognitive Decline Risk
124,2043,Post-Singularity Transition,Optimistic,South Asia,Elder (65+),Primary,Social Sciences,Creative AI,18.3,38.93,53.65,71.24,69.11,76.58,60.51,72.28,75.19,73.88,67.89,69.69,42.13,78.67,49.82,Enhanced collaborative intelligence; Improved accessibility for disabled individuals,,Positive Growth
125,2057,Cognitive Co-Evolution,Optimistic,Africa,Youth (18-25),Postgraduate,Education,Analytical AI,25.5,54.48,62.66,73.95,66.46,76.57,73.48,79.89,78.54,72.11,53.46,74.09,59.12,70.26,56.1,Accelerated innovation cycles; Improved creative brainstorming,,Positive Growth
126,2064,Symbiotic Intelligence Age,Pessimistic,Europe,Youth (18-25),PhD/Research,Entrepreneurship,Full AGI Integration,31.5,72.12,37.47,38.25,48.57,33.47,48.03,56.8,31.93,40.47,58.35,42.27,80.59,46.24,16.06,,Reduced physical-world problem solving; Existential anxiety from AI advancement,Cognitive Decline Risk
127,2030,AI Mainstream Adoption,Mixed,Middle East,Adult (36-50),Undergraduate,Finance,None,20.2,27.88,80.05,49.76,66.77,68.2,38.99,49.23,73.02,72.78,51.54,70.36,31.14,54.65,28.7,Faster skill acquisition; Greater scientific discovery rates; Cross-domain creativity boosts,Emotional detachment from AI mediation,Stagnant / Moderate
