Clothing_ID,Clothing_Name,Native_Name,Country,Region,Ethnic_Group,Garment_Type,Clothing_Category,Historical_Period,Primary_Fabric,Secondary_Fabric,Weaving_Technique,Embroidery_Type,Dominant_Colors,Occasion_Used,Religious_Significance,Traditional_Accessories,Climate_Adaptation,Cultural_Symbolism,Modern_Fashion_Influence,Endangered_Tradition_Status,Visual_Vibrancy_Score,Historical_Depth_Score
TG-00088,Tontine Dress,Tontine Dress,Cameroon,Central Africa,Bamileke,Armor Suit,Warrior,19th Century,Wax print,Wax print,Backstrap loom,Kasuti embroidery,"Gold, Blue Indigo, Red",Not Documented,Christian faith and saint veneration,Royal cap,Tropical Humid,Bamileke royal power and ancestor veneration,Very High,Active,1,2
TG-00089,Kuba Velvet Cloth,Kuba Velvet Cloth,N/A,Central Africa,Kuba,Apron,Ritual,Viking Age,Raffia palm,Silk thread,Twill,Drawn thread,"Rust, Brown Earth, Black",Royal Court,Aztec solar deity,Iron bracelet,Tropical Humid,Kuba geometric pattern wisdom and royal divine kingship,High,Endangered,1,2
TG-00090,Warrior Skin,Warrior Skin,Tanzania,East Africa,Sukuma,Dress,Royal,Viking Age,Bark cloth,Bark cloth,Backstrap loom,Mola reverse applique,"Multicolor prints, Red",Harvest,Traditional animism,Ochre body art,Cold Continental,Sukuma farming identity and Ngoma healing tradition,Low,Extinct,7,8
TG-00091,Shendyt Kilt,Shendyt Kilt,Egypt,North Africa,Ancient Egyptian,Saree,Innerwear,Unknown,Linen gauze,Not Documented,Hand spinning,Kasuti embroidery,"Black Kohl, Lapis Blue, Gold",Afterlife Burial,Maasai Engai sky god,Eye of Horus,Arctic Tundra,Pharaonic divine kingship and Maat cosmic order,Low,Endangered,9,10
TG-00092,Kalasiris Linen Dress,Kalasiris Linen Dress,Egypt,North Africa,Ancient Egyptian,Ceremonial Robe,Innerwear,Ancient Egypt 3100-30BC,Fine linen,Fine linen,Tie-dye,Shadow work,N/A,Afterlife Burial,None,Broad collar usekh,Tropical Dry Savanna,Pharaonic divine kingship and Maat cosmic order,High,Endangered,1,4
TG-00093,Collar of Gold,Unknown,Egypt,North Africa,Ancient Egyptian,Bridal Ensemble,Outerwear,Baroque,Gold-thread linen,None,Inkle loom,Drawn thread,"Lapis Blue, Black Kohl, Gold",Pharaonic Court,Australian Dreaming ancestors,Broad collar usekh,Equatorial Rainforest,Pharaonic divine kingship and Maat cosmic order,High,Active,8,8
TG-00094,Pleated Robe,Pleated Robe,Egypt,North Africa,Ancient Egyptian,Cloak,Daily,Pre-Columbian,Linen gauze,Cotton lining,Kente strip loom,Hardanger embroidery,"White, Lapis Blue",Military,Australian Dreaming ancestors,Eye of Horus,Mountain Desert,Pharaonic divine kingship and Maat cosmic order,Very High,Active,10,5
TG-00095,Tiziri Veil,Tiziri Veil,Algeria,North Africa,Kabyle Berber,Shirt,Headwear,Timurid Era,Silk,Cotton,Shibori,N/A,"Gold, White, Red",Harvest,None,Tattooed chin motif,Mediterranean Highland,Kabyle Amazigh resistance and mountain identity,Very High,Reviving,1,7
TG-00096,Aheggal Cape,Aheggal Cape,Algeria,North Africa,Kabyle Berber,Crown,Footwear,18th Century,Linen,Silk thread,Naalbinding,Unknown,"Indigo, Gold, Red",Wedding,None,N/A,Unknown,Kabyle Amazigh resistance and mountain identity,Very High,Reviving,10,9
TG-00097,Taadjadjt Dress,Taadjadjt Dress,Algeria,North Africa,Kabyle Berber,Bridal Ensemble,Religious,Baroque,Silk,Cotton,Backstrap loom,Sequin applique,"Red, Indigo, White",Wedding,Amazigh tradition-Islam,Unknown,Subarctic,Kabyle Amazigh resistance and mountain identity,Low,Not Documented,6,9
TG-00098,Burnous Cloak,Burnous Cloak,Tunisia,North Africa,Tunisian,Dance Costume,Ritual,Classical Antiquity,Cotton,,Backstrap loom,,"Turquoise, Saffron",Eid,,Gold chechia fez,Hot Semi-Arid,Carthaginian-Arab-Andalusian cultural fusion,Low,Endangered,9,1
TG-00099,Jebba Robe,Jebba Robe,Tunisia,North Africa,Tunisian,Tunic,Festival,Viking Age,Wool,Wool,Maamoura loom,Silk ribbon embroidery,"Saffron, Red",Eid,Aztec solar deity,Not Documented,Mediterranean,Not Documented,Low,Active,6,4
TG-00100,Sefsari Veil,Sefsari Veil,Tunisia,North Africa,Tunisian,Sefsari Kaftan,Royal,Early Modern 1400-1700,Brocade,Cotton,Block printing,Phulkari bagh stitch,"Turquoise, White",Sousse Festival,Shamanic world tree and axis mundi,Chkobba gold headpiece,Tropical Dry Savanna,Carthaginian-Arab-Andalusian cultural fusion,Medium,Endangered,3,1
TG-00101,Farmla Vest,Farmla Vest,Tunisia,North Africa,Tunisian,Farmla Sarong,Royal,Post-Colonial Modern,Cotton,Brocade,Batik wax resist,,"Red, Turquoise",Sousse Festival,None,Chkobba gold headpiece,Continental Steppe,Carthaginian-Arab-Andalusian cultural fusion,Medium,Extinct,3,6
TG-00102,Nubian Gold Dress,,Sudan,North Africa,Sudanese Nubian,Saree,Outerwear,Baroque,Chiffon,Silk,Card weaving,Embroidery,"Gold, Purple, Midnight Blue",Eid,Unknown,Toe ring,Mountain Desert,Nubian queenly heritage and Nile Valley ancient civilization,High,Active,7,6
TG-00103,Jelab Robe,Jelab Robe,Sudan,North Africa,Sudanese Nubian,Scarf,Royal,Colonial Era 1500-1900,Cotton,None,Inkle loom,Reverse applique,"Silver, Gold, Purple",Spirit Zar Ceremony,Shinto nature kami,Silver bracelets,,Nubian queenly heritage and Nile Valley ancient civilization,Medium,Active,3,1
TG-00104,Kaftan,Not Documented,Sudan,North Africa,Sudanese Nubian,Headdress,Court,Ottoman Era,Silk,None,Tie-dye,Kantha running stitch,"Purple, Gold",Wedding,Not Documented,Silver bracelets,Mountain Desert,Nubian queenly heritage and Nile Valley ancient civilization,Medium,Extinct,10,1
TG-00105,Toob Wrap,Not Documented,Sudan,North Africa,Sudanese Nubian,Festival Costume,Tribal,Silk Road Era,Cotton,Silk,Hand spinning,Not Documented,"Silver, Gold, Midnight Blue",Circumcision,,Kohl eyes,Arctic Tundra,Nubian queenly heritage and Nile Valley ancient civilization,None,Endangered,2,3
TG-00106,Tablier Apron,Tablier Apron,France,Europe,Breton,Apron,Royal,Early 20th Century,Velvet,Silk thread,Tablet weaving,Needle lace,"Red, Gold",Church,Buddhist merit and dharma symbolism,Celtic cross pendant,Hot Desert,Breton Celtic identity and Catholic parish tradition,Low,Endangered,5,4
TG-00107,Breton Vest,Breton Vest,France,Europe,Breton,Dress,Religious,Victorian,Velvet,Cotton lace,Block printing,Zardozi goldwork,"Red, White",Wedding,Maya Ixchel moon goddess,Bigouden tower coiffe,Continental Steppe,Breton Celtic identity and Catholic parish tradition,None,Reviving,9,10
TG-00108,Festival Jacket,Festival Jacket,France,Europe,Breton,Armor Suit,Religious,Post-Colonial Modern,Velvet,None,Sprang,Mirror work shisha,"White, Gold, Black",Church,Australian Dreaming ancestors,Wooden sabots,Hot Desert,Breton Celtic identity and Catholic parish tradition,Low,Active,4,6
TG-00109,Bigouden Coiffe Headdress,Bigouden Coiffe Headdress,France,Europe,Breton,Festival Costume,Daily,Viking Age,Embroidered linen,None,Tablet weaving,Hardanger embroidery,"Gold, Black",Wedding,Zoroastrian fire and purity,Bigouden tower coiffe,Arctic Tundra,Breton Celtic identity and Catholic parish tradition,High,Active,9,1
TG-00110,Balmoral Bonnet,Balmoral Bonnet,Scotland,Europe,Highland Scottish,Hat,Innerwear,Renaissance,,Cotton lining,Inkle loom,Kantha running stitch,"Green, Red",Wedding,Confucian social hierarchy,Sporran purse,Cold Continental,Scottish clan identity and Highland warrior heritage,Low,Endangered,7,5
TG-00111,Arisaid Womens Plaid,Arisaid Womens Plaid,Scotland,Europe,Highland Scottish,Robe,Warrior,Mughal Period,Leather,Linen,Shibori,None,"Red, Clan tartan colors",Clan Gathering,Buddhist merit and dharma symbolism,Sporran purse,Arctic Tundra,Scottish clan identity and Highland warrior heritage,Low,Reviving,7,2
TG-00112,Tartan Trews,Tartan Trews,Scotland,Europe,Highland Scottish,Veil,Ritual,Mughal Period,Linen,Leather,Jacquard loom,Hardanger embroidery,"Green, Red",Clan Gathering,Presbyterian-Catholic,Kilt pin,Tropical Highland,Scottish clan identity and Highland warrior heritage,High,Extinct,3,1
TG-00113,Great Kilt Plaid,Great Kilt Plaid,Scotland,Europe,Highland Scottish,Coat,Daily,Mughal Period,Tweed,Leather,Naalbinding,Phulkari bagh stitch,"Clan tartan colors, Blue, Green",Battle,Buddhist merit and dharma symbolism,Sgian-dubh dagger,Equatorial Rainforest,Scottish clan identity and Highland warrior heritage,Very High,Reviving,3,9
TG-00114,Stavanger Bunad,Stavanger Bunad,Norway,Not Documented,Norwegian,Festival Costume,N/A,Classical Antiquity,N/A,None,Brocade,Zardozi goldwork,"Cornflower Blue, White, Deep Red",Constitution Day 17 Mai,Andean Pachamama earth spirit,Embroidered purse,Subarctic,Norwegian regional identity and National Romantic heritage,None,Active,10,5
TG-00115,Sami Gakti,Sami Gakti,Norway,Europe,Norwegian,Tunic,,Contemporary,Silk,None,Ikat,Zardozi goldwork,"Black, Deep Red, White",Wedding,Shinto nature kami,Silver belt,Tropical Humid,Norwegian regional identity and National Romantic heritage,None,Endangered,8,3
TG-00116,Cifra Embroidered Cape,Cifra Embroidered Cape,Hungary,Europe,Magyar,Gown,Headwear,Early Medieval 500-1000 CE,Linen,Wool,Twill,Drawn thread,"Green, Black",Harvest Festival,Hindu cosmic order and divine kingship,Folk embroidered purse,Hot Desert,Hungarian folk identity and Pannonian steppe heritage,None,,10,8
TG-00117,Puszta Szur Coat,Puszta Szur Coat,Hungary,Europe,Magyar,Headdress,Religious,Baroque,Wool,None,Hand spinning,None,"Black, Poppy Red",Pentecost,Aztec solar deity,Folk embroidered purse,Tropical Humid,Hungarian folk identity and Pannonian steppe heritage,Low,Extinct,3,9
TG-00118,Fermeli Jacket,Fermeli Jacket,Greece,Europe,Evzone,Bridal Ensemble,Footwear,Medieval 1000-1400 CE,Silk,Silk,Plain weave,Aari hook stitch,"Gold, Blue",Wedding,Maasai Engai sky god,Silver buttons,,Greek national resistance and War of Independence hero legacy,None,Extinct,1,10
TG-00119,Fesi Cap,N/A,Greece,Europe,Evzone,Bridal Ensemble,Ritual,Bronze Age,Leather,Cotton lining,,None,"White, Gold, Blue",Independence Day Parade,Hindu cosmic order and divine kingship,Pompom tsarouhi,Subarctic,Greek national resistance and War of Independence hero legacy,None,Active,9,7
TG-00120,Tsarouhi Shoe,Tsarouhi Shoe,Greece,Europe,Evzone,Tsarouhi Jacket,Ceremonial,Enlightenment Era,White cotton,None,Brocade,Blackwork,"Blue, White, Red",Easter,Confucian social hierarchy,Ornate sword,,Greek national resistance and War of Independence hero legacy,,,4,6
TG-00121,Cojocel Sheepskin Vest,Cojocel Sheepskin Vest,Romania,Europe,Transylvanian,Shawl,Tribal,Baroque,Wool,Wool,Knotted pile,Satin stitch,"Blue, Black",Saint George Day,None,Floral crown,Equatorial Rainforest,Romanian Dacian-Slavic folk identity and Orthodox faith,Low,Active,4,10
TG-00122,Cossack Svita,,Ukraine,Europe,Cossack Ukrainian,Coat,Accessory,Colonial Era 1500-1900,Linen,None,Drawloom,Not Documented,"Black, Blue",Easter,Animist spirit world connection,Necklace coral,Subarctic,Ukrainian national identity and Cossack freedom spirit,Medium,Active,5,7
TG-00123,Sarafan Sundress,Sarafan Sundress,Russia,Europe,Russian Folk,Wrap Skirt,Footwear,Bronze Age,Silk,None,Not Documented,Russian cross-stitch,"Gold, Deep Blue, White",Maslenitsa,Maasai Engai sky god,Embroidered belt,Tropical Highland,Russian Orthodox faith and noble village craft heritage,High,Active,5,9
TG-00124,Zipun Jacket,Zipun Jacket,Russia,Europe,Russian Folk,Vest,Accessory,Timurid Era,Silk,Velvet,Ndop resist,Hardanger embroidery,"Deep Blue, White",Maslenitsa,Maasai Engai sky god,Embroidered belt,Cold Alpine,Russian Orthodox faith and noble village craft heritage,Low,Active,9,5
TG-00125,Kokoshnik Headdress,Not Documented,Russia,Europe,Russian Folk,Tunic,Accessory,Pre-Columbian,Velvet,Cotton lining,Screen printing,Mola reverse applique,"Gold, Crimson, Deep Blue",Wedding,Zoroastrian fire and purity,Embroidered belt,Tropical Dry Savanna,Russian Orthodox faith and noble village craft heritage,Medium,Active,4,3
TG-00126,Varina Fisherwoman Dress,Varina Fisherwoman Dress,Portugal,Europe,Minho,Shirt,Footwear,Not Documented,Wool,None,Brocade,Hardanger embroidery,,Wedding,Shinto nature kami,Gold earrings,Island Maritime,Portuguese Minho folk pride and Marian devotion,Very High,Extinct,4,4
TG-00127,Festival Cloak,N/A,Portugal,Europe,Minho,Sash,N/A,Viking Age,Linen,Silk thread,Brocade,Phulkari bagh stitch,"Black, Gold",Festas de Lisboa,Australian Dreaming ancestors,Gold earrings,Subtropical Monsoon,Portuguese Minho folk pride and Marian devotion,N/A,Active,8,7
TG-00128,Traje de Viana Costume,Traje de Viana Costume,Portugal,Europe,Minho,Apron,Ceremonial,18th Century,Cotton,None,Ndop resist,Goldwork couching,"Gold, White, Black",Viana Festival,Christian faith and saint veneration,Gold earrings,Arctic Tundra,Portuguese Minho folk pride and Marian devotion,None,Endangered,9,10
TG-00129,Bata de Cola,,Spain,Europe,Andalusian,Dress,Innerwear,Unknown,N/A,Flounced cotton,Twined weaving,Kantha running stitch,"Gold, White Polka Dot",Feria de Abril,Shinto nature kami,Carnation,Hot Desert,Andalusian gitano Romani culture and Moorish-Catholic fusion,Medium,Active,3,1
TG-00130,Torero Suit of Lights,N/A,Spain,Europe,Andalusian,Kaftan,Ceremonial,Medieval 1000-1400 CE,Silk,Flounced cotton,N/A,None,"Red, Gold",Flamenco,Confucian social hierarchy,Castanets,Continental Steppe,Andalusian gitano Romani culture and Moorish-Catholic fusion,None,Active,10,5
TG-00131,,Quechquemitl Cape,Mexico,Americas,Zapotec,Unknown,Festival,,Cochineal-dyed fiber,Cotton lining,Jacquard loom,Needlepoint,"Indigo Blue, Yellow, Cochineal Red",Wedding,Maasai Engai sky god,Jade ear spool,Hot Desert,Zapotec cosmic calendar and Monte Alban heritage,Very High,Extinct,1,3
TG-00132,Enredo Skirt,Enredo Skirt,Mexico,Not Documented,Zapotec,Vest,Accessory,Pre-Columbian,Cochineal-dyed fiber,Silk,Knotted pile,Cutwork,"Yellow, Indigo Blue, Black",Dia de Muertos,Maasai Engai sky god,Huarache sandal,Cold Alpine,Zapotec cosmic calendar and Monte Alban heritage,Low,Reviving,5,3
TG-00133,Tela de Teotitlan,Tela de Teotitlan,Mexico,Americas,Zapotec,Gown,Headwear,Early Modern 1400-1700,Cotton,None,Narrow strip loom,Suzani chain stitch,"Indigo Blue, Cochineal Red",Market,None,Not Documented,Cold Alpine,Zapotec cosmic calendar and Monte Alban heritage,None,Unknown,4,6
TG-00134,Huipil Blouse,,Not Documented,Americas,Zapotec,Festival Costume,Accessory,Silk Road Era,Wool,Cochineal-dyed fiber,Shibori,Beadwork,"Yellow, Black, Indigo Blue",,Hindu cosmic order and divine kingship,Jicara gourd,Subarctic,Zapotec cosmic calendar and Monte Alban heritage,Medium,Extinct,5,6
TG-00135,Hipil Dress,Not Documented,Mexico,Americas,Maya Yucatec,Jacket,Outerwear,Early Modern 1400-1700,Silk ribbon,Silk ribbon,Hand spinning,Whitework,"White, Flower embroidery colors, Gold",Jarana Dance,Hindu cosmic order and divine kingship,Gold earrings,Tropical Dry Savanna,Maya cosmovision and cenote water symbolism,Low,Active,8,7
TG-00136,Mestiza Dress,Mestiza Dress,Mexico,Americas,Maya Yucatec,Kaftan,Innerwear,18th Century,Handwoven cotton,None,Card weaving,Aari hook stitch,"Black, Flower embroidery colors",Wedding,Buddhist merit and dharma symbolism,Filigree gold necklace,Hot Desert,Maya cosmovision and cenote water symbolism,Low,Endangered,8,4
TG-00137,Chullu Knit Cap,Not Documented,Peru,Not Documented,Quechua,Cape,N/A,Silk Road Era,Cotton,Silk thread,Screen printing,Blackwork,"Crimson, Teal, White",Daily Andean,None,Tupu pin,Hot Semi-Arid,Andean Pachamama cosmology and Inka solar symbolism,High,Active,1,3
TG-00138,Montera Hat,Montera Hat,Peru,Americas,Quechua,Montera Kilt,Bridal,18th Century,N/A,Silk thread,Ikat,Goldwork couching,"Crimson, White",Daily Andean,Buddhist merit and dharma symbolism,Coca leaf bag,Arctic Tundra,Andean Pachamama cosmology and Inka solar symbolism,None,Reviving,2,9
TG-00139,Bombin Derby Hat,Bombin Derby Hat,Bolivia,Americas,Aymara,Dress,Tribal,Viking Age,Handwoven,Silk,Supplementary weft,Cutwork,"Multicolor, Black, Purple",Cholita Daily,N/A,Gold earrings,Mountain Desert,Cholita empowerment and Aymara indigenous identity,Low,Reviving,5,1
TG-00140,Corte Skirt,Corte Skirt,Guatemala,Americas,Maya Kaqchikel,Sarong,Bridal,Early 20th Century,Silk,Cotton lining,Knotted pile,Unknown,"Indigo, Red, Multicolor",Cofradia Ceremony,Christian faith and saint veneration,Woven belt faja,Island Maritime,Maya Kaqchikel lineage and weaving as womens identity,Medium,Endangered,3,9
TG-00141,Mola Blouse,Mola Blouse,Panama,Americas,Kuna,Crown,Royal,18th Century,,Cotton,Backstrap loom,Needlepoint,"Black, Red",Chicha Festival,Yoruba Orisha devotion,Not Documented,Cold Alpine,Kuna Yala sovereignty and cosmological mola storytelling,Very High,Active,2,2
TG-00142,Nagua Skirt,Nagua Skirt,Panama,Americas,Kuna,Jacket,Religious,Classical Antiquity,Reverse applique layers,Silk thread,Batik wax resist,Goldwork couching,"Multicolor geometric, Black",Congreso Assembly,Shamanic world tree and axis mundi,Mola blouse,Island Maritime,Kuna Yala sovereignty and cosmological mola storytelling,Low,Active,5,2
TG-00143,Wini Leg Wraps,Wini Leg Wraps,Panama,Americas,Kuna,Ceremonial Robe,Festival,Classical Antiquity,Cotton,Reverse applique layers,Hand spinning,Cross-stitch,N/A,Inna Coming-of-Age,None,Gold earrings,Tropical Dry Savanna,Kuna Yala sovereignty and cosmological mola storytelling,High,Endangered,8,5
TG-00144,Festival Mola,Festival Mola,Panama,Americas,Kuna,Crown,Not Documented,Early 20th Century,Reverse applique layers,Beaded cotton,Shibori,None,"Yellow, Black",Unknown,Buddhist merit and dharma symbolism,Mola blouse,Subarctic,Kuna Yala sovereignty and cosmological mola storytelling,High,Active,4,2
TG-00145,Baiana Dress,Baiana Dress,Brazil,Americas,Bahian Candomble,Cloak,Daily,Early 20th Century,Renda lace,Cotton,Resist dyeing,Mola reverse applique,"White, Blue, Gold",Candomble Ritual,None,Cowrie shell crown,Continental Steppe,Orixa Yoruba-Brazilian spiritual syncretic identity,Low,Reviving,7,3
TG-00146,Mantas Guajiras,,Colombia,Americas,Wayuu,Apron,Royal,Renaissance,Handwoven cotton,Fique fiber,Drawloom,Tibetan couching,"Black, Bright geometric colors",Carnaval de Barranquilla,Yoruba Orisha devotion,,Continental Steppe,Wayuu matrilineal clan and Jepirachi wind cosmology,None,Active,4,5
TG-00147,Sombrero Vueltiao,Sombrero Vueltiao,Colombia,Americas,Wayuu,Blouse,Religious,,Handwoven cotton,Palm weave,Not Documented,,"Red, Yellow",Market,Maasai Engai sky god,Body paint,Equatorial Rainforest,Wayuu matrilineal clan and Jepirachi wind cosmology,None,Endangered,7,4
TG-00148,Wayuu Mochila Bag Outfit,Wayuu Mochila Bag Outfit,Colombia,Americas,Wayuu,Crown,Outerwear,Early Medieval 500-1000 CE,Handwoven cotton,Cotton lining,Felt pressing,Beadwork,"Bright geometric colors, Red, Black",Yonna Circle Dance,Wayuu traditional,Body paint,Hot Arid Coast,Wayuu matrilineal clan and Jepirachi wind cosmology,Very High,Active,8,5
TG-00149,Buffalo Hide Robe,N/A,USA,Americas,Lakota Sioux,Saree,Tribal,Renaissance,Buffalo hide,Beaded cloth,Sprang,Drawn thread,"Ochre, Red, White",Powwow,Unknown,Eagle feather bustle,Tropical Highland,Lakota Wakan Tanka spiritual connection and warrior honor,None,Extinct,7,3
TG-00150,False Face Robe,Unknown,Canada,Americas,Haudenosaunee,Trousers,Ceremonial,Early Medieval 500-1000 CE,Deerskin,Silk thread,Jacquard loom,Aari hook stitch,"Black, White Wampum, Red",Condolence,Hindu cosmic order and divine kingship,Clan animal brooch,Continental Steppe,Haudenosaunee Confederacy law and Great Spirit covenant,Low,Reviving,7,5
TG-00151,Wampum Belt Outfit,Wampum Belt Outfit,Canada,Americas,Haudenosaunee,Crown,Warrior,Iron Age,Deerskin,Elm bark,Inkle loom,Satin stitch,"Red, White Wampum, Turquoise",Longhouse Ceremony,Taoist cosmic balance,N/A,Cool Temperate Forest,Haudenosaunee Confederacy law and Great Spirit covenant,Low,Active,2,1
TG-00152,Gustoweh Feathered Hat,Gustoweh Feathered Hat,Canada,Americas,Haudenosaunee,Saree,Accessory,Early Medieval 500-1000 CE,Elm bark,None,Brocade,Tibetan couching,"Red, Turquoise, White Wampum",Lacrosse,Animist spirit world connection,Longhouse face paint,Equatorial Rainforest,Haudenosaunee Confederacy law and Great Spirit covenant,Low,Active,6,3
TG-00153,Ceremonial Fur Parka,Not Documented,Alaska USA,Arctic,Yupik Eskimo,Dress,Religious,Qing Dynasty,Caribou hide,Sea mammal intestine,Kente strip loom,Tibetan couching,"Rust, White",Seal Dance,None,Not Documented,Subtropical Monsoon,Yupik Ellam Yua world spirit and survival in Arctic,None,Active,4,5
