transaction_id,year,month,quarter,country,iso3_code,region,platform,game_edition,sales_channel,retailer,units_sold,gross_revenue_usd,average_selling_price_usd,discount_percentage,digital_sales_percentage,physical_sales_percentage,new_customers,returning_customers,estimated_active_players,peak_concurrent_players,online_players,story_mode_players,gta_online_players,dlc_revenue_usd,shark_card_revenue_usd,average_playtime_hours,average_session_length_minutes,holiday_season,major_sale_event,marketing_campaign,customer_rating,review_count,refund_rate_percentage,currency,exchange_rate_to_usd,internet_penetration_percentage,gaming_market_size,population_millions,gdp_per_capita_usd,release_phase,weekend_sales_percentage,weekday_sales_percentage,season,special_event,top_game_category,platform_generation
GTA5-100096,2013,9,3,Peru,PER,South America,Xbox 360,Standard Edition,Physical,GameStop,271,5322.44,19.64,34.5,33.4,66.6,154,117,9243,736,5521,3722,5521,4392.32,11931.15,13.6,39.2,0,Xbox Sale,1,4.79,5,3.62,PEN,3.7078,58.2,3.9,30.22,6725.08,Launch,39.3,60.7,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100088,2013,9,3,Philippines,PHL,Asia,PS3,Standard Edition,Physical,Walmart,1135,18545.9,16.34,45.5,40.6,59.4,771,364,39932,3351,23780,16152,23780,14060.68,34740.97,16.0,54.8,0,Xbox Sale,1,4.57,12,3.6,PHP,55.0115,62.6,16.37,98.72,2878.71,Launch,51.4,48.6,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100017,2013,9,3,Poland,POL,Europe,PS3,Legacy Edition,Physical,GameStop,1571,33352.33,21.23,29.2,38.2,61.8,944,627,41240,3169,25433,15807,25433,12200.88,35774.66,16.1,48.2,0,Xbox Sale,1,4.53,18,3.74,PLN,3.9577,75.6,41.41,38.28,14085.09,Launch,51.0,49.0,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100024,2013,9,3,Portugal,PRT,Europe,Xbox 360,Premium Edition,Physical,Target,696,10189.44,14.64,51.2,40.3,59.7,420,276,24775,1596,16166,8609,16166,14635.86,38934.65,17.8,49.5,0,Xbox Sale,1,4.53,17,5.0,EUR,0.906,73.2,9.64,10.07,21373.05,Launch,41.7,58.3,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100078,2013,9,3,Qatar,QAT,Asia,PS3,Legacy Edition,Physical,Walmart,502,7735.82,15.41,48.6,41.4,58.6,319,183,23462,2094,15104,8358,15104,7451.15,16356.26,15.0,40.1,0,Xbox Sale,1,4.54,12,5.25,QAR,3.7237,90.6,8.03,2.22,94242.38,Launch,45.4,54.6,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100032,2013,9,3,Romania,ROU,Europe,Xbox 360,Standard Edition,Physical,Best Buy,836,15315.52,18.32,38.9,35.7,64.3,448,388,23930,1844,13303,10627,13303,8332.24,26929.05,13.7,39.7,0,Xbox Sale,1,4.21,13,6.77,RON,4.4128,66.8,7.87,19.64,9632.34,Launch,44.0,56.0,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100038,2013,9,3,Russia,RUS,Europe,Xbox 360,Premium Edition,Physical,GameStop,1804,34727.0,19.25,35.8,37.9,62.1,1230,574,44702,3058,30947,13755,30947,17856.65,37224.17,16.8,51.7,0,Xbox Sale,1,4.57,21,4.33,RUB,87.9775,75.4,212.77,145.05,15279.82,Launch,37.9,62.1,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100086,2013,9,3,Saudi Arabia,SAU,Asia,Xbox 360,Legacy Edition,Physical,Local Retailer,728,15542.8,21.35,28.8,39.9,60.1,412,316,39629,2741,28626,11003,28626,25298.04,71673.79,16.7,41.3,0,Xbox Sale,1,4.59,20,5.41,SAR,3.7479,73.8,58.38,30.22,25156.16,Launch,40.7,59.3,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100043,2013,9,3,Serbia,SRB,Europe,PS3,Standard Edition,Physical,Walmart,487,8951.06,18.38,38.7,35.9,64.1,313,174,17552,1552,10280,7272,10280,7633.75,17614.71,16.7,37.9,0,Xbox Sale,1,4.55,7,3.04,RSD,102.1935,71.0,1.22,7.25,5847.75,Launch,52.1,47.9,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100047,2013,9,3,Singapore,SGP,Asia,Xbox 360,Legacy Edition,Physical,Local Retailer,1013,12946.14,12.78,57.4,29.6,70.4,677,336,31206,2237,18195,13011,18195,16588.64,41884.47,15.1,42.4,0,Xbox Sale,1,4.43,14,2.25,SGD,1.3414,81.0,19.12,5.44,54929.82,Launch,47.9,52.1,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100076,2013,9,3,Slovakia,SVK,Europe,Xbox 360,Criminal Enterprise Starter Pack,Physical,GameStop,434,6262.62,14.43,51.9,39.0,61.0,275,159,15275,1252,10288,4987,10288,4279.73,15697.09,13.0,52.1,0,Xbox Sale,1,4.86,7,5.76,EUR,0.898,83.8,2.51,5.44,18012.49,Launch,46.1,53.9,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100083,2013,9,3,Slovenia,SVN,Europe,PS3,Standard Edition,Physical,Walmart,597,9289.32,15.56,48.1,33.6,66.4,329,268,14589,1192,10497,4092,10497,8141.59,24777.59,14.5,56.2,0,Xbox Sale,1,4.58,8,5.11,EUR,0.884,80.8,1.45,2.12,23710.49,Launch,44.8,55.2,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100074,2013,9,3,South Africa,ZAF,Africa,Xbox 360,Legacy Edition,Physical,Best Buy,761,10364.82,13.62,54.6,39.6,60.4,508,253,25013,1377,17738,7275,17738,20761.14,42116.03,17.1,49.2,0,Xbox Sale,1,4.72,14,3.96,ZAR,18.5689,68.2,23.68,53.39,7699.65,Launch,45.2,54.8,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100046,2013,9,3,South Korea,KOR,Asia,PS3,Standard Edition,Physical,Walmart,2046,37298.58,18.23,39.2,37.9,62.1,1250,796,83473,6352,54182,29291,54182,34517.88,78236.2,14.0,43.3,0,Xbox Sale,1,4.55,56,4.53,KRW,1304.53,96.0,179.52,51.37,27301.6,Launch,40.4,59.6,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100015,2013,9,3,Spain,ESP,Europe,Xbox 360,Standard Edition,Physical,Local Retailer,2102,31887.34,15.17,49.4,36.2,63.8,1335,767,52548,4172,31028,21520,31028,16446.89,60074.7,16.9,45.9,0,Xbox Sale,1,4.8,20,1.0,EUR,0.8895,81.6,151.13,47.34,30230.85,Launch,45.7,54.3,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100042,2013,9,3,Sri Lanka,LKA,Asia,Xbox 360,Standard Edition,Physical,Target,323,4360.5,13.5,55.0,40.1,59.9,185,138,7787,561,4899,2888,4899,4012.39,9127.25,14.8,54.8,0,Xbox Sale,1,4.38,5,4.7,LKR,318.1507,46.0,1.12,21.15,3314.37,Launch,45.0,55.0,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100018,2013,9,3,Sweden,SWE,Europe,Xbox 360,Standard Edition,Physical,Best Buy,969,18129.99,18.71,37.6,37.7,62.3,592,377,38962,3485,27022,11940,27022,25434.31,62145.79,17.9,53.3,0,Xbox Sale,1,4.27,20,2.56,SEK,10.5362,97.2,41.34,9.67,60724.49,Launch,46.5,53.5,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100022,2013,9,3,Switzerland,CHE,Europe,Xbox 360,Premium Edition,Physical,Local Retailer,1027,18937.88,18.44,38.5,36.5,63.5,642,385,37332,3279,22782,14550,22782,21992.79,45332.06,13.4,51.1,0,Xbox Sale,1,4.6,19,3.69,CHF,0.8983,91.8,44.17,8.16,84581.12,Launch,55.8,44.2,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100068,2013,9,3,Taiwan,TWN,Asia,PS3,Standard Edition,Physical,Best Buy,1457,20543.7,14.1,53.0,36.9,63.1,839,618,46238,4027,30955,15283,30955,26359.41,75719.05,17.4,60.5,0,Xbox Sale,1,4.6,30,4.43,TWD,32.0103,84.0,45.22,23.17,21779.53,Launch,43.0,57.0,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100077,2013,9,3,Thailand,THA,Asia,Xbox 360,Standard Edition,Physical,Walmart,1145,14083.5,12.3,59.0,34.3,65.7,691,454,40599,3202,23700,16899,23700,10251.28,27379.69,15.0,37.4,0,Xbox Sale,1,4.58,21,3.78,THB,35.0572,53.0,26.06,67.49,6034.31,Launch,31.2,68.8,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100040,2013,9,3,Tunisia,TUN,Africa,Xbox 360,Standard Edition,Physical,Amazon,308,3927.0,12.75,57.5,39.3,60.7,168,140,9303,594,5152,4151,5152,4658.76,10718.53,12.7,31.3,0,Xbox Sale,1,4.74,8,6.29,TND,3.1063,63.2,0.78,11.08,4394.17,Launch,46.1,53.9,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100058,2013,9,3,Turkey,TUR,Europe,PS3,Standard Edition,Physical,Local Retailer,1117,18218.27,16.31,45.6,35.8,64.2,617,500,29701,1694,18851,10850,18851,15941.06,38582.17,14.7,44.4,0,Xbox Sale,1,4.46,33,3.11,TRY,27.1335,64.4,54.31,76.56,11083.51,Launch,53.9,46.1,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100057,2013,9,3,Ukraine,UKR,Europe,PS3,Premium Edition,Physical,Target,434,7234.78,16.67,44.4,38.4,61.6,289,145,18504,1498,10605,7899,10605,3936.25,13644.29,14.1,30.8,0,Xbox Sale,1,4.73,9,2.38,UAH,38.0926,60.2,5.87,45.33,4044.16,Launch,53.2,46.8,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100026,2013,9,3,United Arab Emirates,ARE,Asia,PS3,Standard Edition,Physical,Amazon,1044,22101.48,21.17,29.4,37.4,62.6,560,484,46370,3292,27022,19348,27022,26417.81,67913.44,14.5,51.3,0,Xbox Sale,1,4.43,31,2.93,AED,3.6538,93.6,28.34,9.27,43423.25,Launch,53.0,47.0,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100011,2013,9,3,United Kingdom,GBR,Europe,PS3,Legacy Edition,Physical,Amazon,2055,44737.35,21.77,27.4,43.5,56.5,1177,878,87341,7219,49876,37465,49876,27645.79,60604.67,14.3,40.9,0,Xbox Sale,1,4.41,22,4.29,GBP,0.7771,94.8,474.67,64.47,41833.47,Launch,48.2,51.8,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100089,2013,9,3,United States,USA,North America,PS3,Standard Edition,Physical,Walmart,4095,69983.55,17.09,43.0,38.6,61.4,2676,1419,174696,9558,104410,70286,104410,68726.24,197050.1,17.2,46.9,0,Xbox Sale,1,4.45,115,4.98,USD,0.9961,84.6,5512.22,318.31,54116.12,Launch,48.7,51.3,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100001,2013,9,3,United States,USA,North America,Xbox 360,Premium Edition,Physical,GameStop,5095,71992.35,14.13,52.9,35.7,64.3,2900,2195,171798,14454,102526,69272,102526,61431.19,147856.27,15.7,49.8,0,Xbox Sale,1,4.49,128,5.28,USD,1.0046,84.6,5491.3,318.31,53910.7,Launch,44.5,55.5,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100009,2013,9,3,Uruguay,URY,South America,PS3,Standard Edition,Physical,Best Buy,139,2659.07,19.13,36.2,39.8,60.2,90,49,5641,309,4149,1492,4149,3005.34,7229.3,14.4,41.3,0,Xbox Sale,1,4.74,3,2.23,UYU,40.097,72.4,0.55,3.42,16759.18,Launch,44.9,55.1,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100097,2013,9,3,Uruguay,URY,South America,Xbox 360,Criminal Enterprise Starter Pack,Physical,Local Retailer,168,2363.76,14.07,53.1,29.8,70.2,114,54,5880,404,4365,1515,4365,1582.4,5779.48,12.9,44.3,0,Xbox Sale,1,4.55,3,3.98,UYU,39.8697,72.4,0.55,3.42,16712.72,Launch,36.7,63.3,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100041,2013,9,3,Vietnam,VNM,Asia,PS3,Standard Edition,Physical,Best Buy,735,11987.85,16.31,45.6,36.9,63.1,395,340,41673,3058,23977,17696,23977,17651.67,43536.21,15.7,46.1,0,Xbox Sale,1,4.53,6,1.45,VND,24595.8598,65.4,9.86,90.66,1999.22,Launch,48.6,51.4,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-100144,2013,10,4,Algeria,DZA,Africa,Xbox 360,Standard Edition,Physical,Amazon,152,4512.88,29.69,1.0,37.1,62.9,100,52,14795,1153,10132,4663,10132,6095.84,22156.19,15.7,48.9,0,None,0,4.39,3,4.86,DZD,134.7621,52.4,4.84,38.31,5645.78,Launch,47.1,52.9,Autumn,None,Action-Adventure,Gen7
GTA5-100103,2013,10,4,Argentina,ARG,South America,Xbox 360,Standard Edition,Physical,Local Retailer,337,9560.69,28.37,5.4,34.3,65.7,203,134,17168,1305,9840,7328,9840,3114.34,10807.22,14.6,39.1,0,None,0,4.45,3,3.53,ARS,348.4934,75.2,23.82,42.35,14648.08,Launch,45.6,54.4,Autumn,None,Action-Adventure,Gen7
GTA5-100166,2013,10,4,Armenia,ARM,Asia,PS3,Legacy Edition,Physical,Walmart,102,2853.96,27.98,6.7,38.0,62.0,55,47,6762,422,5047,1715,5047,3839.45,9593.81,14.1,44.8,0,None,0,4.46,3,2.1,AMD,400.4082,66.7,0.15,2.92,3887.17,Launch,55.1,44.9,Autumn,None,Action-Adventure,Gen7
GTA5-100131,2013,10,4,Australia,AUS,Oceania,Xbox 360,Standard Edition,Physical,Amazon,954,26950.5,28.25,5.8,31.6,68.4,543,411,63323,3535,37698,25625,37698,16626.57,42541.79,14.9,38.5,0,None,0,4.64,20,2.55,AUD,1.525,90.2,228.2,23.19,68335.83,Launch,43.8,56.2,Autumn,None,Action-Adventure,Gen7
GTA5-100182,2013,10,4,Austria,AUT,Europe,PS3,Standard Edition,Physical,Amazon,553,15257.27,27.59,8.0,37.7,62.3,323,230,24495,1902,16211,8284,16211,16520.88,37078.0,15.7,40.9,0,None,0,4.41,15,3.52,EUR,0.9169,88.2,22.04,8.57,47266.12,Launch,47.6,52.4,Autumn,None,Action-Adventure,Gen7
GTA5-100185,2013,10,4,Azerbaijan,AZE,Asia,PS3,Standard Edition,Physical,Amazon,199,4857.59,24.41,18.6,37.0,63.0,128,71,9400,656,6692,2708,6692,6405.74,15008.17,15.9,50.3,0,None,0,4.33,5,2.72,AZN,1.6783,74.2,1.47,9.58,7986.16,Launch,46.5,53.5,Autumn,None,Action-Adventure,Gen7
GTA5-100128,2013,10,4,Bahrain,BHR,Asia,Xbox 360,Standard Edition,Physical,Best Buy,172,4895.12,28.46,5.1,32.4,67.6,99,73,11373,965,7799,3574,7799,4092.35,9440.17,13.9,55.9,0,None,0,4.71,3,2.16,BHD,0.3823,95.4,0.74,1.31,25092.11,Launch,42.8,57.2,Autumn,None,Action-Adventure,Gen7
GTA5-100140,2013,10,4,Bangladesh,BGD,Asia,Xbox 360,Premium Edition,Physical,Target,315,9012.15,28.61,4.6,35.3,64.7,207,108,17263,969,11506,5757,11506,5934.26,14201.85,15.2,55.9,0,None,0,4.54,6,1.82,BDT,110.0059,47.5,4.79,158.29,1182.42,Launch,45.7,54.3,Autumn,None,Action-Adventure,Gen7
GTA5-100171,2013,10,4,Belgium,BEL,Europe,Xbox 360,Standard Edition,Physical,Best Buy,641,15877.57,24.77,17.4,40.3,59.7,430,211,36581,3250,24165,12416,24165,10377.85,23010.74,16.4,51.8,0,None,0,4.34,9,3.99,EUR,0.8877,89.2,30.25,11.09,44862.95,Launch,49.5,50.5,Autumn,None,Action-Adventure,Gen7
GTA5-100102,2013,10,4,Brazil,BRA,South America,Xbox 360,Standard Edition,Physical,Target,847,20014.61,23.63,21.2,33.8,66.2,483,364,42543,3704,25592,16951,25592,7735.43,28428.56,13.8,25.7,0,None,0,4.44,13,1.98,BRL,5.1029,69.0,223.44,202.66,12305.22,Launch,56.0,44.0,Autumn,None,Action-Adventure,Gen7
GTA5-100122,2013,10,4,Bulgaria,BGR,Europe,Xbox 360,Legacy Edition,Physical,Walmart,456,11418.24,25.04,16.5,35.1,64.9,249,207,14729,769,10615,4114,10615,7131.79,15887.92,11.8,36.8,0,None,0,4.82,8,5.01,BGN,1.8048,72.1,1.6,7.26,7655.5,Launch,47.3,52.7,Autumn,None,Action-Adventure,Gen7
GTA5-100162,2013,10,4,Cambodia,KHM,Asia,Xbox 360,Legacy Edition,Physical,GameStop,61,1344.44,22.04,26.5,36.1,63.9,39,22,3974,231,2546,1428,2546,2591.29,5409.62,15.4,48.4,0,None,0,4.26,3,5.3,KHR,4068.75,45.4,0.1,15.12,1072.3,Launch,48.0,52.0,Autumn,None,Action-Adventure,Gen7
GTA5-100100,2013,10,4,Canada,CAN,North America,Xbox 360,Standard Edition,Physical,Amazon,751,21959.24,29.24,2.5,40.5,59.5,510,241,50413,4385,37325,13088,37325,40162.31,84290.38,17.5,49.5,0,None,0,4.44,15,3.97,CAD,1.3357,93.2,178.74,35.29,52760.57,Launch,31.4,68.6,Autumn,None,Action-Adventure,Gen7
GTA5-100104,2013,10,4,Chile,CHL,South America,Xbox 360,Standard Edition,Physical,Walmart,235,6490.7,27.62,7.9,42.4,57.6,139,96,15386,836,8504,6882,8504,5587.16,12345.26,16.4,50.7,0,None,0,4.55,4,2.1,CLP,901.7854,76.3,7.04,17.14,16050.06,Launch,44.6,55.4,Autumn,None,Action-Adventure,Gen7
GTA5-100155,2013,10,4,China,CHN,Asia,Xbox 360,Legacy Edition,Physical,GameStop,2035,52726.85,25.91,13.6,36.1,63.9,1250,785,98526,5545,54422,44104,54422,22551.98,56656.9,14.9,39.4,0,None,0,4.56,40,4.33,CNY,7.0001,70.2,2176.3,1397.42,7487.37,Launch,43.2,56.8,Autumn,None,Action-Adventure,Gen7
GTA5-100105,2013,10,4,Colombia,COL,South America,Xbox 360,Premium Edition,Physical,Target,259,7728.56,29.84,0.5,39.0,61.0,139,120,17824,1435,10818,7006,10818,11791.21,23808.55,15.2,44.3,0,None,0,4.49,4,3.81,COP,3943.8083,69.0,11.09,47.39,8126.12,Launch,47.3,52.7,Autumn,None,Action-Adventure,Gen7
GTA5-100183,2013,10,4,Croatia,HRV,Europe,PS3,Standard Edition,Physical,Best Buy,253,6600.77,26.09,13.0,35.8,64.2,159,94,13444,839,9993,3451,9993,5892.05,16720.95,14.9,36.3,0,None,0,4.42,4,0.6,EUR,0.9036,76.7,1.48,4.23,13672.2,Launch,43.5,56.5,Autumn,None,Action-Adventure,Gen7
GTA5-100154,2013,10,4,Cyprus,CYP,Europe,PS3,Premium Edition,Physical,Local Retailer,181,4858.04,26.84,10.5,31.8,68.2,105,76,7722,461,4264,3458,4264,2542.41,8702.08,10.0,27.2,0,None,0,4.61,3,4.45,EUR,0.9103,77.6,0.38,0.87,27299.73,Launch,49.8,50.2,Autumn,None,Action-Adventure,Gen7
GTA5-100124,2013,10,4,Czech Republic,CZE,Europe,Xbox 360,Legacy Edition,Physical,Best Buy,421,12625.79,29.99,0.0,37.2,62.8,227,194,26031,2329,14550,11481,14550,11044.29,25156.75,16.2,53.2,0,None,0,4.26,3,4.34,CZK,22.4603,84.9,10.3,10.59,20271.94,Launch,41.2,58.8,Autumn,None,Action-Adventure,Gen7
GTA5-100118,2013,10,4,Denmark,DNK,Europe,PS3,Premium Edition,Physical,Walmart,420,12041.4,28.67,4.4,38.0,62.0,260,160,33644,2840,22867,10777,22867,13389.02,31433.73,17.0,39.0,0,None,0,4.42,4,3.15,DKK,6.8377,96.6,18.12,5.65,58959.17,Launch,45.5,54.5,Autumn,None,Action-Adventure,Gen7
GTA5-100108,2013,10,4,Ecuador,ECU,South America,PS3,Standard Edition,Physical,Best Buy,71,2122.9,29.9,0.3,39.3,60.7,40,31,5527,352,3082,2445,3082,1660.95,3802.74,11.3,48.9,0,None,0,4.56,3,2.51,USD,0.994,58.9,0.97,16.13,6249.99,Launch,36.9,63.1,Autumn,None,Action-Adventure,Gen7
GTA5-100176,2013,10,4,Egypt,EGY,Africa,Xbox 360,Standard Edition,Physical,Walmart,313,8372.75,26.75,10.8,38.3,61.7,183,130,20696,1165,11811,8885,11811,9452.0,23784.23,14.5,41.6,0,None,0,4.5,5,2.67,EGP,30.5502,60.2,12.83,91.75,3361.07,Launch,36.4,63.6,Autumn,None,Action-Adventure,Gen7
GTA5-100149,2013,10,4,Estonia,EST,Europe,PS3,Standard Edition,Physical,GameStop,316,9201.92,29.12,2.9,35.3,64.7,197,119,17031,895,11981,5050,11981,8175.67,18017.57,15.9,45.6,0,None,0,4.76,7,2.1,EUR,0.9099,88.1,0.64,1.31,19050.31,Launch,43.4,56.6,Autumn,None,Action-Adventure,Gen7
GTA5-100146,2013,10,4,Ethiopia,ETH,Africa,PS3,Standard Edition,Physical,Walmart,114,3292.32,28.88,3.7,42.8,57.2,62,52,6089,545,4379,1710,4379,2564.15,6106.98,14.3,43.6,0,None,0,4.52,3,5.15,ETB,56.3626,41.0,0.75,96.79,606.78,Launch,41.7,58.3,Autumn,None,Action-Adventure,Gen7
GTA5-100169,2013,10,4,Fiji,FJI,Oceania,Xbox 360,Standard Edition,Physical,Local Retailer,45,1264.5,28.1,6.3,41.1,58.9,28,17,3714,273,2151,1563,2151,925.05,2780.86,17.6,46.6,0,None,0,4.6,3,3.04,FJD,2.2554,57.5,0.03,0.91,4977.54,Launch,54.9,45.1,Autumn,None,Action-Adventure,Gen7
GTA5-100119,2013,10,4,Finland,FIN,Europe,PS3,Legacy Edition,Physical,Local Retailer,387,11095.29,28.67,4.4,40.2,59.8,224,163,26449,2093,14775,11674,14775,14458.19,32924.95,14.5,53.4,0,None,0,4.64,7,4.65,EUR,0.903,95.5,13.91,5.44,49948.12,Launch,40.1,59.9,Autumn,None,Action-Adventure,Gen7
GTA5-100111,2013,10,4,France,FRA,Europe,PS3,Premium Edition,Physical,Walmart,1070,30676.9,28.67,4.4,42.0,58.0,699,371,67340,5134,37497,29843,37497,30346.35,65371.31,15.2,41.0,0,None,0,4.44,15,3.75,EUR,0.9082,89.1,442.38,66.54,43283.49,Launch,48.5,51.5,Autumn,None,Action-Adventure,Gen7
GTA5-100134,2013,10,4,Georgia,GEO,Asia,Xbox 360,Premium Edition,Physical,Walmart,161,3770.62,23.42,21.9,39.7,60.3,86,75,7846,627,5612,2234,5612,4891.33,10524.83,16.1,32.6,0,None,0,4.52,4,5.85,GEL,2.6981,68.9,0.27,3.73,4536.49,Launch,49.4,50.6,Autumn,None,Action-Adventure,Gen7
GTA5-100110,2013,10,4,Germany,DEU,Europe,PS3,Standard Edition,Physical,Amazon,1807,52240.37,28.91,3.6,38.5,61.5,1021,786,111479,9992,82015,29464,82015,48754.1,109934.07,18.1,45.4,0,None,0,4.58,48,3.38,EUR,0.9009,91.2,733.07,81.67,46749.83,Launch,50.1,49.9,Autumn,None,Action-Adventure,Gen7
GTA5-100157,2013,10,4,Ghana,GHA,Africa,Xbox 360,Standard Edition,Physical,Walmart,149,4419.34,29.66,1.1,35.3,64.7,86,63,11593,840,7472,4121,7472,4658.18,16968.47,14.3,37.9,0,None,0,4.7,3,0.1,GHS,12.1706,49.7,0.99,26.21,1961.28,Launch,37.2,62.8,Autumn,None,Action-Adventure,Gen7
GTA5-100163,2013,10,4,Greece,GRC,Europe,Xbox 360,Premium Edition,Physical,GameStop,262,6662.66,25.43,15.2,34.8,65.2,171,91,18569,1430,11443,7126,11443,8240.65,25320.93,15.5,54.2,0,None,0,4.54,6,3.1,EUR,0.8989,72.5,8.49,11.09,21750.69,Launch,52.3,47.7,Autumn,None,Action-Adventure,Gen7
GTA5-100135,2013,10,4,Hong Kong,HKG,Asia,Xbox 360,Standard Edition,Physical,GameStop,877,24670.01,28.13,6.2,39.0,61.0,573,304,42033,3198,24164,17869,24164,8704.73,24749.45,14.0,36.5,0,None,0,4.64,25,3.77,HKD,7.8614,84.0,21.28,7.26,38158.86,Launch,44.4,55.6,Autumn,None,Action-Adventure,Gen7
GTA5-100143,2013,10,4,Hungary,HUN,Europe,Xbox 360,Legacy Edition,Physical,Target,393,10996.14,27.98,6.7,36.6,63.4,242,151,26006,1898,14787,11219,14787,9912.16,29141.29,15.4,55.2,0,None,0,4.45,4,3.4,HUF,354.1488,82.8,5.35,9.98,13968.29,Launch,37.2,62.8,Autumn,None,Action-Adventure,Gen7
GTA5-100141,2013,10,4,Iceland,ISL,Europe,Xbox 360,Standard Edition,Physical,Target,173,4788.64,27.68,7.7,39.3,60.7,110,63,11230,735,8000,3230,8000,5287.49,17195.82,14.1,55.1,0,None,0,4.48,3,6.55,ISK,135.381,98.0,0.34,0.33,53005.41,Launch,40.7,59.3,Autumn,None,Action-Adventure,Gen7
GTA5-100158,2013,10,4,India,IND,Asia,PS3,Premium Edition,Physical,Best Buy,1446,34038.84,23.54,21.5,37.4,62.6,837,609,62256,5010,42934,19322,42934,26096.87,95631.48,17.7,54.4,0,None,0,4.66,19,2.74,INR,81.2336,49.2,225.0,1262.31,1591.48,Launch,33.4,66.6,Autumn,None,Action-Adventure,Gen7
GTA5-100139,2013,10,4,Indonesia,IDN,Asia,Xbox 360,Standard Edition,Physical,GameStop,841,23657.33,28.13,6.2,37.1,62.9,500,341,44990,3134,31995,12995,31995,20007.54,54543.45,16.7,53.8,0,None,0,4.67,15,2.65,IDR,15494.0792,46.5,65.32,252.06,3681.1,Launch,36.7,63.3,Autumn,None,Action-Adventure,Gen7
GTA5-100138,2013,10,4,Iraq,IRQ,Asia,Xbox 360,Standard Edition,Physical,Walmart,192,5216.64,27.17,9.4,38.7,61.3,111,81,10409,824,7387,3022,7387,6006.84,16918.73,16.4,40.1,0,None,0,4.65,4,2.05,IQD,1313.7583,47.0,4.22,34.28,6411.57,Launch,52.2,47.8,Autumn,None,Action-Adventure,Gen7
GTA5-100172,2013,10,4,Ireland,IRL,Europe,Xbox 360,Standard Edition,Physical,Target,332,9209.68,27.74,7.5,33.1,66.9,186,146,26038,2292,15050,10988,15050,11569.7,27064.78,16.4,36.3,0,None,0,4.49,8,4.83,EUR,0.9099,89.2,10.41,4.64,46742.81,Launch,44.5,55.5,Autumn,None,Action-Adventure,Gen7
GTA5-100152,2013,10,4,Israel,ISR,Asia,PS3,Premium Edition,Physical,Best Buy,506,12624.7,24.95,16.8,38.8,61.2,300,206,35490,1986,26596,8894,26596,15857.63,59975.83,17.3,46.7,0,None,0,4.65,10,1.74,ILS,3.677,80.9,17.25,8.17,36664.11,Launch,43.2,56.8,Autumn,None,Action-Adventure,Gen7
GTA5-100112,2013,10,4,Italy,ITA,Europe,PS3,Standard Edition,Physical,Target,1109,30530.77,27.53,8.2,37.6,62.4,747,362,71304,4500,46383,24921,46383,21419.71,74386.79,15.5,46.0,0,None,0,4.86,22,3.79,EUR,0.9009,72.6,245.05,60.49,36171.09,Launch,51.3,48.7,Autumn,None,Action-Adventure,Gen7
GTA5-100177,2013,10,4,Japan,JPN,Asia,PS3,Premium Edition,Physical,Walmart,1444,41312.84,28.61,4.6,42.6,57.4,923,521,91788,5757,56839,34949,56839,25341.63,76197.22,18.2,38.4,0,None,0,4.41,32,3.59,JPY,148.8199,92.3,926.58,128.05,41114.24,Launch,43.5,56.5,Autumn,None,Action-Adventure,Gen7
GTA5-100125,2013,10,4,Jordan,JOR,Asia,Xbox 360,Standard Edition,Physical,Walmart,215,5467.45,25.43,15.2,39.2,60.8,140,75,10590,870,6348,4242,6348,4174.97,8644.07,14.4,46.6,0,None,0,4.77,6,2.71,JOD,0.728,64.7,0.56,6.55,4459.56,Launch,48.4,51.6,Autumn,None,Action-Adventure,Gen7
