id,name,org,family,release_date,architecture,param_count_b,context_length,is_open_source,is_multimodal,supports_function_calling,license,hf_model_id,tags,is_multimodal_or,size_tier,context_tier,age_days,org_type,is_instruct,has_code_focus
Qwen/Qwen3-14B-AWQ,Qwen/Qwen3-14B-AWQ,Qwen,Qwen,2025-05-01 10:46:38,transformer,14.0,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-14B-AWQ,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-14B', 'base_model:quantized:Qwen/Qwen3-14B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,medium,very_long,382,startup_or_community,False,False
nvidia/DeepSeek-R1-0528-NVFP4-v2,nvidia/DeepSeek-R1-0528-NVFP4-v2,nvidia,DeepSeek,2025-07-21 21:33:03,transformer,7.0,131072.0,True,False,False,mit,nvidia/DeepSeek-R1-0528-NVFP4-v2,"['Model Optimizer', 'safetensors', 'deepseek_v3', 'nvidia', 'ModelOpt', 'DeepSeekR1', 'quantized', 'FP4', 'text-generation', 'conversational', 'custom_code', 'base_model:deepseek-ai/DeepSeek-R1-0528', 'base_model:finetune:deepseek-ai/DeepSeek-R1-0528', 'license:mit', '8-bit', 'region:us']",False,xxlarge,very_long,301,startup_or_community,False,False
meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama,Llama,2024-04-17 09:35:12,transformer,8.0,131072.0,True,False,False,llama3,meta-llama/Meta-Llama-3-8B-Instruct,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'license:llama3', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,medium,very_long,761,big_tech,True,False
zai-org/GLM-5-FP8,zai-org/GLM-5-FP8,zai-org,Qwen,2026-02-11 04:05:41,transformer,7.0,131072.0,True,False,False,mit,zai-org/GLM-5-FP8,"['transformers', 'safetensors', 'glm_moe_dsa', 'text-generation', 'conversational', 'en', 'zh', 'license:mit', 'endpoints_compatible', 'fp8', 'region:us']",False,xxlarge,very_long,97,startup_or_community,False,False
prefeitura-rio/Rio-3.0-Open-Mini,prefeitura-rio/Rio-3.0-Open-Mini,prefeitura-rio,Qwen,2026-02-09 12:38:20,transformer,7.0,131072.0,True,False,False,mit,prefeitura-rio/Rio-3.0-Open-Mini,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'pt', 'en', 'base_model:Qwen/Qwen3-4B-Thinking-2507', 'base_model:finetune:Qwen/Qwen3-4B-Thinking-2507', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,98,startup_or_community,True,False
apple/OpenELM-1_1B-Instruct,apple/OpenELM-1_1B-Instruct,apple,Qwen,2024-04-12 21:52:12,transformer,1.0,131072.0,True,False,False,apple-amlr,apple/OpenELM-1_1B-Instruct,"['transformers', 'safetensors', 'openelm', 'text-generation', 'custom_code', 'license:apple-amlr', 'region:us']",False,small,very_long,766,big_tech,True,False
microsoft/Phi-4-mini-instruct,microsoft/Phi-4-mini-instruct,microsoft,Phi,2025-02-19 01:00:58,transformer,7.0,131072.0,True,False,False,mit,microsoft/Phi-4-mini-instruct,"['transformers', 'safetensors', 'phi3', 'text-generation', 'nlp', 'code', 'conversational', 'custom_code', 'multilingual', 'ar', 'zh', 'cs', 'da', 'nl', 'en', 'fi', 'fr', 'de', 'he', 'hu', 'it', 'ja', 'ko', 'no', 'pl', 'pt', 'ru', 'es', 'sv', 'th', 'tr', 'uk', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,454,big_tech,True,False
ibm-research/PowerMoE-3b,ibm-research/PowerMoE-3b,ibm-research,Qwen,2024-08-14 18:44:21,mixture-of-experts,3.0,131072.0,True,False,False,apache-2.0,ibm-research/PowerMoE-3b,"['transformers', 'safetensors', 'granitemoe', 'text-generation', 'license:apache-2.0', 'model-index', 'region:us']",False,small,very_long,642,big_tech,False,False
Qwen/Qwen2-0.5B-Instruct,Qwen/Qwen2-0.5B-Instruct,Qwen,Qwen,2024-06-03 09:06:06,transformer,0.5,131072.0,True,False,False,apache-2.0,Qwen/Qwen2-0.5B-Instruct,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2-0.5B', 'base_model:finetune:Qwen/Qwen2-0.5B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,tiny,very_long,714,startup_or_community,True,False
Qwen/Qwen2.5-Coder-14B-Instruct,Qwen/Qwen2.5-Coder-14B-Instruct,Qwen,Qwen,2024-11-06 07:49:46,transformer,14.0,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-Coder-14B-Instruct,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'code', 'codeqwen', 'chat', 'qwen', 'qwen-coder', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-Coder-14B', 'base_model:finetune:Qwen/Qwen2.5-Coder-14B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,medium,very_long,559,startup_or_community,True,True
openai-community/gpt2-large,openai-community/gpt2-large,openai-community,GPT,2022-03-02 23:29:04,transformer,7.0,131072.0,True,False,False,mit,openai-community/gpt2-large,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'onnx', 'safetensors', 'gpt2', 'text-generation', 'en', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,1538,startup_or_community,True,False
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,meta-llama,Llama,2024-07-14 22:20:15,transformer,8.0,131072.0,True,False,False,llama3.1,meta-llama/Llama-3.1-8B,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'license:llama3.1', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,medium,very_long,673,big_tech,False,False
nvidia/Kimi-K2.5-NVFP4,nvidia/Kimi-K2.5-NVFP4,nvidia,Qwen,2026-01-30 20:18:44,transformer,7.0,131072.0,True,False,False,other,nvidia/Kimi-K2.5-NVFP4,"['Model Optimizer', 'safetensors', 'kimi_k25', 'nvidia', 'ModelOpt', 'Kimi-K2', 'quantized', 'FP4', 'text-generation', 'conversational', 'custom_code', 'base_model:moonshotai/Kimi-K2.5', 'base_model:quantized:moonshotai/Kimi-K2.5', 'license:other', 'modelopt', 'region:us']",False,xxlarge,very_long,108,startup_or_community,False,False
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,RedHatAI/Qwen2.5-1.5B-quantized.w8a8,RedHatAI,Qwen,2024-10-09 14:51:45,transformer,1.5,131072.0,True,False,False,apache-2.0,RedHatAI/Qwen2.5-1.5B-quantized.w8a8,"['safetensors', 'qwen2', 'chat', 'neuralmagic', 'llmcompressor', 'text-generation', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-1.5B', 'base_model:quantized:Qwen/Qwen2.5-1.5B', 'license:apache-2.0', '8-bit', 'compressed-tensors', 'region:us']",False,small,very_long,586,startup_or_community,False,False
datajuicer/LLaMA-1B-dj-refine-150B,datajuicer/LLaMA-1B-dj-refine-150B,datajuicer,Llama,2023-10-30 10:08:31,transformer,1.0,131072.0,True,False,False,apache-2.0,datajuicer/LLaMA-1B-dj-refine-150B,"['transformers', 'pytorch', 'llama', 'text-generation', 'dataset:datajuicer/redpajama-wiki-refined-by-data-juicer', 'dataset:datajuicer/redpajama-arxiv-refined-by-data-juicer', 'dataset:datajuicer/redpajama-c4-refined-by-data-juicer', 'dataset:datajuicer/redpajama-book-refined-by-data-juicer', 'dataset:datajuicer/redpajama-cc-2019-30-refined-by-data-juicer', 'dataset:datajuicer/redpajama-cc-2020-05-refined-by-data-juicer', 'dataset:datajuicer/redpajama-cc-2021-04-refined-by-data-juicer', 'dataset:datajuicer/redpajama-cc-2022-05-refined-by-data-juicer', 'dataset:datajuicer/redpajama-cc-2023-06-refined-by-data-juicer', 'dataset:datajuicer/redpajama-pile-stackexchange-refined-by-data-juicer', 'dataset:datajuicer/redpajama-stack-code-refined-by-data-juicer', 'dataset:datajuicer/the-pile-nih-refined-by-data-juicer', 'dataset:datajuicer/the-pile-europarl-refined-by-data-juicer', 'dataset:datajuicer/the-pile-philpaper-refined-by-data-juicer', 'dataset:datajuicer/the-pile-pubmed-abstracts-refined-by-data-juicer', 'dataset:datajuicer/the-pile-pubmed-central-refined-by-data-juicer', 'dataset:datajuicer/the-pile-freelaw-refined-by-data-juicer', 'dataset:datajuicer/the-pile-hackernews-refined-by-data-juicer', 'dataset:datajuicer/the-pile-uspto-refined-by-data-juicer', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,small,very_long,931,startup_or_community,False,False
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,nvidia,Qwen,2025-12-04 03:37:11,transformer,30.0,131072.0,True,False,False,other,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'conversational', 'custom_code', 'en', 'es', 'fr', 'de', 'ja', 'it', 'dataset:nvidia/Nemotron-Pretraining-Code-v1', 'dataset:nvidia/Nemotron-CC-v2', 'dataset:nvidia/Nemotron-Pretraining-SFT-v1', 'dataset:nvidia/Nemotron-CC-Math-v1', 'dataset:nvidia/Nemotron-Pretraining-Code-v2', 'dataset:nvidia/Nemotron-Pretraining-Specialized-v1', 'dataset:nvidia/Nemotron-CC-v2.1', 'dataset:nvidia/Nemotron-CC-Code-v1', 'dataset:nvidia/Nemotron-Pretraining-Dataset-sample', 'dataset:nvidia/Nemotron-Competitive-Programming-v1', 'dataset:nvidia/Nemotron-Math-v2', 'dataset:nvidia/Nemotron-Agentic-v1', 'dataset:nvidia/Nemotron-Math-Proofs-v1', 'dataset:nvidia/Nemotron-Instruction-Following-Chat-v1', 'dataset:nvidia/Nemotron-Science-v1', 'dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend', 'license:other', 'eval-results', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,large,very_long,166,startup_or_community,False,False
HuggingFaceTB/SmolLM2-135M,HuggingFaceTB/SmolLM2-135M,HuggingFaceTB,Qwen,2024-10-31 00:46:04,transformer,7.0,131072.0,True,False,False,apache-2.0,HuggingFaceTB/SmolLM2-135M,"['transformers', 'safetensors', 'llama', 'text-generation', 'en', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,565,startup_or_community,False,False
meta-llama/Llama-3.2-3B,meta-llama/Llama-3.2-3B,meta-llama,Llama,2024-09-18 15:23:48,transformer,3.0,131072.0,True,False,False,llama3.2,meta-llama/Llama-3.2-3B,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'license:llama3.2', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,small,very_long,607,big_tech,False,False
deepseek-ai/DeepSeek-V3,deepseek-ai/DeepSeek-V3,deepseek-ai,DeepSeek,2024-12-25 12:52:23,transformer,7.0,131072.0,True,False,False,apache-2.0,deepseek-ai/DeepSeek-V3,"['transformers', 'safetensors', 'deepseek_v3', 'text-generation', 'conversational', 'custom_code', 'eval-results', 'text-generation-inference', 'endpoints_compatible', 'fp8', 'region:us']",False,xxlarge,very_long,509,startup_or_community,False,False
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,deepseek-ai,DeepSeek,2024-06-14 06:23:33,transformer,7.0,131072.0,True,False,False,other,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,"['transformers', 'safetensors', 'deepseek_v2', 'text-generation', 'conversational', 'custom_code', 'license:other', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,704,startup_or_community,True,True
Qwen/Qwen3-30B-A3B-Instruct-2507,Qwen/Qwen3-30B-A3B-Instruct-2507,Qwen,Qwen,2025-07-28 07:31:27,transformer,30.0,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-30B-A3B-Instruct-2507,"['transformers', 'safetensors', 'qwen3_moe', 'text-generation', 'conversational', 'license:apache-2.0', 'eval-results', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,large,very_long,295,startup_or_community,True,False
Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,Qwen,Qwen,2024-11-09 12:45:09,transformer,32.0,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'code', 'codeqwen', 'chat', 'qwen', 'qwen-coder', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-Coder-32B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-Coder-32B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'deploy:azure', 'region:us']",False,large,very_long,555,startup_or_community,True,True
Qwen/Qwen2.5-32B-Instruct-AWQ,Qwen/Qwen2.5-32B-Instruct-AWQ,Qwen,Qwen,2024-09-17 13:56:47,transformer,32.0,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-32B-Instruct-AWQ,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-32B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-32B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,large,very_long,608,startup_or_community,True,False
Qwen/Qwen3-Coder-Next,Qwen/Qwen3-Coder-Next,Qwen,Qwen,2026-01-30 15:08:18,transformer,7.0,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-Coder-Next,"['transformers', 'safetensors', 'qwen3_next', 'text-generation', 'conversational', 'license:apache-2.0', 'eval-results', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,108,startup_or_community,False,True
sshleifer/tiny-gpt2,sshleifer/tiny-gpt2,sshleifer,GPT,2022-03-02 23:29:05,transformer,7.0,131072.0,True,False,False,apache-2.0,sshleifer/tiny-gpt2,"['transformers', 'pytorch', 'tf', 'jax', 'gpt2', 'text-generation', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,1538,startup_or_community,False,False
deepseek-ai/DeepSeek-V2-Lite-Chat,deepseek-ai/DeepSeek-V2-Lite-Chat,deepseek-ai,DeepSeek,2024-05-15 05:34:09,transformer,7.0,131072.0,True,False,False,other,deepseek-ai/DeepSeek-V2-Lite-Chat,"['transformers', 'safetensors', 'deepseek_v2', 'text-generation', 'conversational', 'custom_code', 'license:other', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,734,startup_or_community,True,False
h2oai/h2ovl-mississippi-800m,h2oai/h2ovl-mississippi-800m,h2oai,Qwen,2024-10-16 23:14:07,transformer,7.0,131072.0,True,False,False,apache-2.0,h2oai/h2ovl-mississippi-800m,"['transformers', 'safetensors', 'h2ovl_chat', 'feature-extraction', 'gpt', 'llm', 'multimodal large language model', 'ocr', 'text-generation', 'conversational', 'custom_code', 'en', 'license:apache-2.0', 'region:us']",False,xxlarge,very_long,579,startup_or_community,False,False
RedHatAI/Llama-3.2-1B-Instruct-FP8,RedHatAI/Llama-3.2-1B-Instruct-FP8,RedHatAI,Llama,2024-09-26 01:35:41,transformer,1.0,131072.0,True,False,False,llama3.2,RedHatAI/Llama-3.2-1B-Instruct-FP8,"['safetensors', 'llama', 'llama-3', 'neuralmagic', 'llmcompressor', 'text-generation', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'base_model:meta-llama/Llama-3.2-1B-Instruct', 'base_model:quantized:meta-llama/Llama-3.2-1B-Instruct', 'license:llama3.2', 'compressed-tensors', 'region:us']",False,small,very_long,600,startup_or_community,True,False
Qwen/Qwen2.5-1.5B-Instruct-AWQ,Qwen/Qwen2.5-1.5B-Instruct-AWQ,Qwen,Qwen,2024-09-17 13:54:47,transformer,1.5,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-1.5B-Instruct-AWQ,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-1.5B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-1.5B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,small,very_long,608,startup_or_community,True,False
ricdomolm/mini-coder-1.7b,ricdomolm/mini-coder-1.7b,ricdomolm,Qwen,2025-09-30 10:12:28,transformer,1.7,131072.0,True,False,False,mit,ricdomolm/mini-coder-1.7b,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'agent', 'code', 'conversational', 'dataset:ricdomolm/mini-coder-trajs-400k', 'base_model:Qwen/Qwen3-1.7B', 'base_model:finetune:Qwen/Qwen3-1.7B', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,small,very_long,230,startup_or_community,False,True
Qwen/Qwen2.5-72B-Instruct-AWQ,Qwen/Qwen2.5-72B-Instruct-AWQ,Qwen,Qwen,2024-09-17 13:56:58,transformer,72.0,131072.0,True,False,False,other,Qwen/Qwen2.5-72B-Instruct-AWQ,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-72B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-72B-Instruct', 'license:other', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,xlarge,very_long,608,startup_or_community,True,False
TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,TheBloke,Llama,2023-10-03 11:01:00,transformer,1.1,131072.0,True,False,False,apache-2.0,TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,"['transformers', 'safetensors', 'llama', 'text-generation', 'en', 'dataset:cerebras/SlimPajama-627B', 'dataset:bigcode/starcoderdata', 'dataset:OpenAssistant/oasst_top1_2023-08-25', 'base_model:TinyLlama/TinyLlama-1.1B-Chat-v0.3', 'base_model:quantized:TinyLlama/TinyLlama-1.1B-Chat-v0.3', 'license:apache-2.0', 'text-generation-inference', '4-bit', 'gptq', 'deploy:azure', 'region:us']",False,small,very_long,958,startup_or_community,True,False
h2oai/h2ovl-mississippi-2b,h2oai/h2ovl-mississippi-2b,h2oai,Qwen,2024-10-15 18:15:29,transformer,2.0,131072.0,True,False,False,apache-2.0,h2oai/h2ovl-mississippi-2b,"['transformers', 'safetensors', 'h2ovl_chat', 'feature-extraction', 'gpt', 'llm', 'multimodal large language model', 'ocr', 'text-generation', 'conversational', 'custom_code', 'en', 'license:apache-2.0', 'region:us']",False,small,very_long,580,startup_or_community,False,False
mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1,mistralai,Mistral,2023-09-20 13:03:50,transformer,7.0,131072.0,True,False,False,apache-2.0,mistralai/Mistral-7B-v0.1,"['transformers', 'pytorch', 'safetensors', 'mistral', 'text-generation', 'pretrained', 'mistral-common', 'en', 'license:apache-2.0', 'text-generation-inference', 'region:us']",False,medium,very_long,971,startup_or_community,False,False
zai-org/GLM-5.1-FP8,zai-org/GLM-5.1-FP8,zai-org,Qwen,2026-04-03 09:29:04,transformer,7.0,131072.0,True,False,False,mit,zai-org/GLM-5.1-FP8,"['transformers', 'safetensors', 'glm_moe_dsa', 'text-generation', 'conversational', 'en', 'zh', 'license:mit', 'endpoints_compatible', 'fp8', 'region:us']",False,xxlarge,very_long,45,startup_or_community,False,False
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-3.3-70B-Instruct,meta-llama,Llama,2024-11-26 16:08:47,transformer,70.0,131072.0,True,False,False,llama3.3,meta-llama/Llama-3.3-70B-Instruct,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'de', 'base_model:meta-llama/Llama-3.1-70B', 'base_model:finetune:meta-llama/Llama-3.1-70B', 'license:llama3.3', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xlarge,very_long,538,big_tech,True,False
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,QuantTrio,Qwen,2025-10-04 05:17:19,transformer,30.0,131072.0,True,True,False,apache-2.0,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,"['transformers', 'safetensors', 'qwen3_vl_moe', 'image-text-to-text', 'AWQ', 'vLLM', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-VL-30B-A3B-Instruct', 'base_model:quantized:Qwen/Qwen3-VL-30B-A3B-Instruct', 'license:apache-2.0', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,large,very_long,227,startup_or_community,True,False
nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,nm-testing,Qwen,2024-08-23 15:49:54,transformer,1.7,131072.0,True,False,False,apache-2.0,nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,"['safetensors', 'llama', 'text-generation', 'conversational', 'en', 'license:apache-2.0', 'compressed-tensors', 'region:us']",False,small,very_long,633,startup_or_community,True,False
Qwen/Qwen3-32B-AWQ,Qwen/Qwen3-32B-AWQ,Qwen,Qwen,2025-05-01 10:38:33,transformer,32.0,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-32B-AWQ,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-32B', 'base_model:quantized:Qwen/Qwen3-32B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,large,very_long,382,startup_or_community,False,False
